City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
702,Bac Can,VN,10.346,107.0843,82.2,81,100,15.23,overcast clouds
703,Rawson,AR,-38.0023,-57.5575,74.95,62,0,25.32,clear sky
704,Sulangan,PH,10.3094,119.0128,80.87,87,100,7.58,overcast clouds
705,Nyagan,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
706,Sinjar,IQ,36.3209,41.8754,63.88,45,3,3.36,clear sky
707,Ballina,AU,-33.65,115.3333,56.43,81,4,2.8,clear sky
708,Ilo,PE,-6.8367,-79.9342,73.69,64,0,20.71,clear sky
709,Lisala,CD,-3.3167,17.3667,77.5,79,95,4.25,overcast clouds
710,Aracatuba,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
711,Santa Rosa,AR,-38.0023,-57.5575,74.95,62,0,25.32,clear sky
712,Ye,MM,14.0833,98.2,78.3,88,100,2.51,light rain
713,Yuryuzan,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
714,Xapuri,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
715,Chardara,KZ,52.6292,70.4169,46.38,41,3,4.21,clear sky
716,Malanville,BJ,9.9401,3.2108,74.71,90,100,12.57,heavy intensity rain
717,Jardim,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
718,Koslan,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
719,Bolshaya Murta,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
720,Matagami,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
721,Laguna,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
722,Voka,EE,59.3997,27.5817,40.12,73,68,16.67,broken clouds
723,Artyk,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
724,Dicabisagan,PH,10.3094,119.0128,80.87,87,100,7.58,overcast clouds
